,endTime,artistName,trackName,msPlayed,category
1776,2022-09-03 16:39,Gryffin,"Heavenly Father (feat. Noah Kahan) - Recorded at Electric Lady Studios, NYC",225644,song
1777,2022-09-03 16:42,Ingrid Andress,Lady Like,206106,song
1778,2022-09-03 16:43,The Kid LAROI,WITHOUT YOU - Spotify Singles,20850,song
1779,2022-09-03 16:43,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,1486,song
1780,2022-09-03 16:45,Zara Larsson,Lay All Your Love On Me - Spotify Singles,161125,song
1781,2022-09-03 16:50,Thomas Rhett,Castle On The Hill - Recorded at Sound Stage Nashville,255126,song
1782,2022-09-03 16:50,James Barker Band,"Never Be The Same - Recorded At Revolution Studios, Toronto",16937,song
1783,2022-09-03 20:20,Anderson East,Always Be My Baby - Recorded at Sound Stage Nashville,39776,song
1784,2022-09-04 00:25,Tanner Adell,Love You a Little Bit,210813,song
1785,2022-09-04 00:28,Tanner Adell,Tan Lines,189045,song
1786,2022-09-04 05:42,Tanner Adell,Country Girl Commandments,70163,song
1787,2022-09-04 06:09,The Ringer NBA Show,"Donovan Mitchell to the Cavs, the Rejuvenated Nuggets, and the Rockets' Alternate Jerseys",1510030,podcast
1788,2022-09-04 14:08,Hilary Weeks,Come Thou Fount & Amazing Grace,1813,song
1789,2022-09-04 14:08,Daniel Beck,Joseph Smith's First Prayer,3761,song
1790,2022-09-04 14:08,The Utah Valley Children's Choir,Precious Savior,5311,song
1791,2022-09-04 14:08,Daniel Beck,Abide With Me 'Tis Eventide,16564,song
1792,2022-09-04 14:08,Calee Reed,Cleanse You,2624,song
1793,2022-09-04 14:12,Jason Tonioli,Emotions,214439,song
1794,2022-09-04 14:15,Pathway Piano,My Testimony - Instrumental,185423,song
1795,2022-09-04 18:49,Wait Wait... Don't Tell Me!,Chris Estrada,1591530,podcast
1796,2022-09-05 04:12,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",18760,podcast
1797,2022-09-05 04:46,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",1866213,podcast
1798,2022-09-05 13:38,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",502777,podcast
1799,2022-09-05 19:31,REAL AF with Andy Frisella,208. #75HARD + #LIVEHARD: Winning The War Within & Unlocking Your Full Potential,269824,podcast
1800,2022-09-06 00:08,NEFFEX,Fight Back,53919,song
1801,2022-09-06 02:26,REAL AF with Andy Frisella,208. #75HARD + #LIVEHARD: Winning The War Within & Unlocking Your Full Potential,2876134,podcast
1802,2022-09-06 03:04,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",989064,podcast
1803,2022-09-06 13:11,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",1807487,podcast
1804,2022-09-06 13:16,REAL AF with Andy Frisella,208. #75HARD + #LIVEHARD: Winning The War Within & Unlocking Your Full Potential,112618,podcast
1805,2022-09-06 13:16,Ed Sheeran,Shivers,2090,song
1806,2022-09-06 13:16,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",4458,podcast
1807,2022-09-06 13:17,Camila Cabello,Bam Bam (feat. Ed Sheeran),2453,song
1808,2022-09-06 13:20,Quinn XCII,A Letter To My Younger Self (feat. Logic),212013,song
1809,2022-09-06 13:21,Harry Styles,Late Night Talking,45641,song
1810,2022-09-06 13:24,Justin Bieber,Anyone,190779,song
1811,2022-09-06 13:27,Ed Sheeran,Shivers,207853,song
1812,2022-09-06 13:29,Lauv,Kids Are Born Stars,84847,song
1813,2022-09-07 03:57,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",18929,podcast
1814,2022-09-07 04:07,The Bill Simmons Podcast,"Best NFL Sleeper Candidates With Kevin Clark and Raheem Palmer, Plus Heidi Gardner on the Chiefs and SNL",4620,podcast
1815,2022-09-07 04:07,The Bill Simmons Podcast,"Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!",236695,podcast
1816,2022-09-07 15:36,The Bill Simmons Podcast,"Best NFL Sleeper Candidates With Kevin Clark and Raheem Palmer, Plus Heidi Gardner on the Chiefs and SNL",1979024,podcast
1817,2022-09-08 01:28,Basketball Illuminati,Blow The Whistle,1410010,podcast
1818,2022-09-08 03:54,Basketball Illuminati,Blow The Whistle,1857941,podcast
1819,2022-09-09 04:32,Brian Windhorst & The Hoop Collective,"EuroBasket Results, Are The Hawks Or Cavs Better?",1510829,podcast
1820,2022-09-09 11:51,Brian Windhorst & The Hoop Collective,"EuroBasket Results, Are The Hawks Or Cavs Better?",487595,podcast
1821,2022-09-09 21:04,Brian Windhorst & The Hoop Collective,"EuroBasket Results, Are The Hawks Or Cavs Better?",1713990,podcast
1822,2022-09-09 21:08,Yeat,Flawlëss (feat. Lil Uzi Vert),14667,song
1823,2022-09-09 21:08,Lewis Capaldi,Forget Me,203472,song
1824,2022-09-09 21:11,Blood Orange,Jesus Freak Lighter,8180,song
1825,2022-09-09 21:11,Kane Brown,Thank God,174560,song
1826,2022-09-09 21:15,Imagine Dragons,Bubble - Night Visions Demo,202698,song
1827,2022-09-09 21:18,Tom Odell,Smiling All The Way Back Home,182028,song
1828,2022-09-09 21:24,Tyler Childers,Angel Band - Jubilee Version,372160,song
1829,2022-09-09 23:33,G Herbo,"Me, Myself & I (with A Boogie wit da Hoodie)",25652,song
1830,2022-09-10 00:12,Brian Windhorst & The Hoop Collective,"EuroBasket Results, Are The Hawks Or Cavs Better?",1124917,podcast
1831,2022-09-10 03:39,The Bill Simmons Podcast,"Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak",709119,podcast
1832,2022-09-10 04:15,The Bill Simmons Podcast,"Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak",1222047,podcast
1833,2022-09-10 14:08,The Bill Simmons Podcast,"Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak",661838,podcast
1834,2022-09-10 14:12,Justin Bieber,Beautiful Love - Free Fire,207837,song
1835,2022-09-10 14:12,DJ Khaled,NO SECRET (feat. Drake),1671,song
1836,2022-09-10 14:12,Justin Bieber,As I Am (feat. Khalid),7082,song
1837,2022-09-10 15:20,David Guetta,2U - R3HAB Remix,156773,song
1838,2022-09-10 15:21,Mokita,Ready Yet,78084,song
1839,2022-09-10 15:38,The Bill Simmons Podcast,"Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak",133677,podcast
1840,2022-09-10 15:45,The Bill Simmons Podcast,"Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak",216735,podcast
1841,2022-09-10 18:23,Morbid,Episode 361: Listener Tales 50,1027329,podcast
1842,2022-09-10 18:27,Crime Junkie,PRECEDENT: John Brady,10490,podcast
1843,2022-09-10 18:27,Crime Junkie,Update from Brit,209460,podcast
1844,2022-09-10 18:58,Crime Junkie,MYSTERIOUS DEATH OF: Davina Buff Jones,1722170,podcast
1845,2022-09-10 19:44,Crime Junkie,MYSTERIOUS DEATH OF: Davina Buff Jones,2431892,podcast
1846,2022-09-10 19:46,Crime Junkie,MURDERED: Jenny Lin Part 1,34887,podcast
1847,2022-09-11 05:55,The Bill Simmons Podcast,"Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak",246046,podcast
1848,2022-09-11 23:44,The Marketing Secrets Show,S2E4 - (VRE) Magnetic Marketing / Dan Kennedy - Episode #1,1565402,podcast
1849,2022-09-11 23:53,Wait Wait... Don't Tell Me!,Abbi Jacobson,421744,podcast
1850,2022-09-12 13:00,Wait Wait... Don't Tell Me!,Abbi Jacobson,1927427,podcast
1851,2022-09-12 13:03,The Bill Simmons Podcast,"A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal",88700,podcast
1852,2022-09-12 13:56,The Bill Simmons Podcast,"A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal",2422530,podcast
1853,2022-09-12 14:13,The Bill Simmons Podcast,"A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal",974116,podcast
1854,2022-09-12 21:51,The Bill Simmons Podcast,"A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal",258902,podcast
1855,2022-09-12 22:00,The Bill Simmons Podcast,"A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal",341690,podcast
1856,2022-09-12 23:24,The Bill Simmons Podcast,"A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal",886422,podcast
1857,2022-09-13 04:01,Pardon My Take,"NFL Week 1, Fastest 2 Minutes, Recapping Every Game From Sunday, Mahomes Is Still Incredible And The Packers Are Dead",1732858,podcast
1858,2022-09-13 11:44,Green Day,Basket Case,181533,song
1859,2022-09-13 11:46,Green Day,American Idiot,137561,song
1860,2022-09-13 21:21,Luke Combs,Lovin' On You,16219,song
1861,2022-09-13 21:25,The Killers,Mr. Brightside,222974,song
1862,2022-09-13 21:30,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,306374,song
1863,2022-09-13 21:32,Bloc Party,Banquet,94998,song
1864,2022-09-13 21:32,Simple Plan,Welcome to My Life,209,song
1865,2022-09-13 21:35,Simple Plan,Welcome to My Life,206797,song
1866,2022-09-13 21:36,Chevelle,Jars,53753,song
1867,2022-09-13 21:40,Simple Plan,Addicted,232090,song
1868,2022-09-13 21:43,Sugar Ray,When It's Over - David Kahne Main,217200,song
1869,2022-09-13 21:47,Shinedown,Second Chance,222067,song
1870,2022-09-13 21:52,Pearl Jam,Even Flow,292395,song
1871,2022-09-13 21:53,Korn,Coming Undone,441,song
1872,2022-09-13 21:53,Three Days Grace,Are You Ready,1178,song
1873,2022-09-13 21:53,Marcy Playground,Sex & Candy,688,song
1874,2022-09-13 21:53,Framing Hanley,Lollipop,713,song
1875,2022-09-13 21:53,System Of A Down,Chop Suey!,186,song
1876,2022-09-13 21:53,The Ataris,The Boys of Summer,88755,song
1877,2022-09-13 21:53,Jimmy Eat World,Bleed American,2699,song
1878,2022-09-13 21:53,Nirvana,In Bloom,35442,song
1879,2022-09-13 21:53,Flyleaf,All Around Me,932,song
1880,2022-09-13 21:53,Green Day,Holiday / Boulevard of Broken Dreams,924,song
1881,2022-09-13 21:53,Fuel,Hemorrhage (In My Hands),0,song
1882,2022-09-13 21:53,Live,Selling The Drama,186,song
1883,2022-09-13 21:53,Sum 41,In Too Deep,186,song
1884,2022-09-13 21:53,Lustra,Scotty Doesn't Know,467,song
1885,2022-09-13 21:53,Seether,Remedy,934,song
1886,2022-09-13 21:53,Chevelle,The Red,0,song
1887,2022-09-13 21:53,Lifehouse,Hanging By A Moment,186,song
1888,2022-09-13 22:01,Green Day,Holiday / Boulevard of Broken Dreams,493399,song
1889,2022-09-13 22:05,Live,Selling The Drama,205228,song
1890,2022-09-13 22:07,Weezer,Island In The Sun,428,song
1891,2022-09-13 22:07,Linkin Park,Don't Stay,439,podcast
1892,2022-09-13 22:07,Eve 6,Inside Out,209,song
1893,2022-09-13 22:07,The Offspring,Gone Away - 1997,186,song
1894,2022-09-13 22:07,The Smashing Pumpkins,"Tonight, Tonight - Remastered 2012",186,song
1895,2022-09-13 22:07,Good Charlotte,The River,110994,song
1896,2022-09-13 22:07,Duncan Sheik,Barely Breathing,209,song
1897,2022-09-13 22:10,The Smashing Pumpkins,Today - 2011 Remaster,201174,song
1898,2022-09-13 22:13,Green Day,Basket Case,181348,song
1899,2022-09-13 22:14,Local H,Bound For The Floor,1934,song
1900,2022-09-13 22:14,blink-182,She's Out Of Her Mind,0,song
1901,2022-09-13 22:14,Velvet Revolver,Slither,49751,song
1902,2022-09-13 22:14,The Smashing Pumpkins,Bullet With Butterfly Wings,932,song
1903,2022-09-13 22:14,The Offspring,Come Out and Play,468,song
1904,2022-09-13 22:14,Sugarcult,Bouncing Off The Walls,428,song
1905,2022-09-13 22:14,Papa Roach,Face Everything And Rise,186,song
1906,2022-09-13 22:18,The All-American Rejects,Gives You Hell,213107,song
1907,2022-09-13 22:22,Silverchair,Tomorrow,266095,song
1908,2022-09-13 22:27,Nirvana,Heart-Shaped Box,280935,song
1909,2022-09-13 22:30,blink-182,First Date,170934,song
1910,2022-09-13 22:33,Thirty Seconds To Mars,Attack,187989,song
1911,2022-09-13 22:37,Beck,Loser,234814,song
1912,2022-09-13 22:41,Third Eye Blind,Jumper - 1998 Edit,272744,song
1913,2022-09-13 22:44,Good Charlotte,The Anthem,174908,song
1914,2022-09-13 22:48,blink-182,Adam's Song,249441,song
1915,2022-09-13 22:52,Staind,So Far Away,243017,song
1916,2022-09-13 23:03,Spoon,The Underdog,76350,song
1917,2022-09-14 03:51,PTI,The Broncos' Blunder,487,podcast
1918,2022-09-14 04:15,PTI,The Broncos' Blunder,1469114,podcast
1919,2022-09-14 11:54,Incubus,Drive,320,song
1920,2022-09-14 11:54,Finger Eleven,Paralyzer,42,song
1921,2022-09-14 11:54,Sugar Ray,Someday - Remastered,1578,song
1922,2022-09-14 11:55,Queens of the Stone Age,Little Sister,0,song
1923,2022-09-14 11:55,Creed,With Arms Wide Open,0,song
1924,2022-09-14 11:55,Papa Roach,Scars,0,song
1925,2022-09-14 11:55,Chevelle,Face to the Floor,213,song
1926,2022-09-14 11:55,Puddle Of Mudd,Control,0,song
1927,2022-09-14 11:55,Linkin Park,Crawling,576,song
1928,2022-09-14 11:55,Sum 41,Fat Lip,0,song
1929,2022-09-14 11:55,Lustra,Scotty Doesn't Know,4693,song
1930,2022-09-14 11:58,Yellowcard,Ocean Avenue,198266,song
1931,2022-09-14 12:53,Yellowcard,Only One,116443,song
1932,2022-09-14 14:16,ABBA,Waterloo,168941,song
1933,2022-09-14 14:26,ABBA,Lay All Your Love On Me,37803,song
1934,2022-09-14 17:32,Thirty Seconds To Mars,The Kill,22918,song
1935,2022-09-14 17:32,The Bill Simmons Podcast,"Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan",1407713,podcast
1936,2022-09-14 17:34,BOYS LIKE GIRLS,Hero / Heroine - Original Mix,65178,song
1937,2022-09-14 17:38,John Mayer,No Such Thing,231466,song
1938,2022-09-14 18:49,John Mayer,Til the Right One Comes,219226,song
1939,2022-09-14 18:49,John Mayer,Bigger Than My Body,1671,song
1940,2022-09-14 18:49,John Mayer,All We Ever Do Is Say Goodbye,1950,song
1941,2022-09-14 18:49,Eric Clapton,Magnolia (feat. John Mayer),1880,song
1942,2022-09-14 18:49,John Mayer,Roll it on Home,12055,song
1943,2022-09-14 18:53,John Mayer,Changing,213080,song
1944,2022-09-14 18:57,John Mayer,Shot in the Dark,249080,song
1945,2022-09-14 18:59,John Mayer,The Age of Worry,157586,song
1946,2022-09-14 23:44,John Mayer,Who You Love (feat. Katy Perry),78486,song
1947,2022-09-14 23:47,John Mayer,You're Gonna Live Forever in Me,190013,podcast
1948,2022-09-14 23:51,John Mayer,Queen of California,250133,song
1949,2022-09-14 23:52,John Mayer,My Stupid Mouth,55504,song
1950,2022-09-14 23:56,John Mayer,Paper Doll,257386,song
1951,2022-09-14 23:57,John Mayer,All I Want Is to Be With You,2321,song
1952,2022-09-14 23:57,John Mayer,Neon,1904,song
1953,2022-09-14 23:57,John Mayer,Clarity,52703,song
1954,2022-09-14 23:57,John Mayer,Moving On and Getting Over,1834,song
1955,2022-09-14 23:57,John Mayer,Why You No Love Me,1857,song
1956,2022-09-15 00:00,John Mayer,Love Is A Verb,144400,song
1957,2022-09-15 00:02,John Mayer,Back to You,119714,song
1958,2022-09-15 00:02,John Mayer,Shouldn't Matter but It Does,2554,podcast
1959,2022-09-15 00:06,John Mayer,Waitin' On The Day,273066,song
1960,2022-09-15 00:10,John Mayer,Rosie,240626,song
1961,2022-09-15 00:14,John Mayer,Slow Dancing in a Burning Room,4890,song
1962,2022-09-15 00:14,John Mayer,In the Blood,243666,song
1963,2022-09-15 03:46,John Mayer,Slow Dancing in a Burning Room,237113,song
1964,2022-09-15 03:51,John Mayer,Edge of Desire,275292,song
1965,2022-09-15 03:55,John Mayer,Helpless,249120,song
1966,2022-09-15 03:58,John Mayer,Who Says,175480,song
1967,2022-09-15 04:03,John Mayer,Born and Raised,287640,song
1968,2022-09-15 04:06,John Mayer,Last Train Home,187306,song
1969,2022-09-15 04:48,John Mayer,Wildfire,245937,song
1970,2022-09-15 05:04,The Bill Simmons Podcast,"Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan",960693,podcast
1971,2022-09-15 11:40,The Bill Simmons Podcast,"Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan",768563,podcast
1972,2022-09-15 11:55,The Bill Simmons Podcast,"Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan",2229,podcast
1973,2022-09-15 11:58,OneRepublic,I Ain't Worried,143360,song
1974,2022-09-15 11:58,BLACKPINK,Pink Venom,2298,song
1975,2022-09-15 12:49,Glass Animals,Heat Waves,41935,song
1976,2022-09-15 12:50,OneRepublic,I Ain't Worried,1927,song
1977,2022-09-15 12:50,BLACKPINK,Pink Venom,26795,song
1978,2022-09-15 12:50,NewJeans,Attention,1462,song
1979,2022-09-15 12:52,Harry Styles,As It Was,167303,song
1980,2022-09-15 12:59,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",61122,song
1981,2022-09-15 12:59,The Ringer NBA Show,Examining the NBA’s Investigation Into Robert Sarver,6997,podcast
1982,2022-09-15 13:21,The Ringer NBA Show,Examining the NBA’s Investigation Into Robert Sarver,485270,podcast
1983,2022-09-15 18:57,Info Product Mastery,"Episode 16 | Learning how to market as a programmer, mistakes made marketing info products, and strategies for marketing to a tech audience",978420,podcast
1984,2022-09-16 04:05,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",2159,podcast
1985,2022-09-16 05:48,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",1241138,podcast
1986,2022-09-16 06:10,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",1217256,podcast
1987,2022-09-16 12:56,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",599450,podcast
1988,2022-09-16 13:24,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",811816,podcast
1989,2022-09-16 18:48,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",9505,podcast
1990,2022-09-16 20:28,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",355988,podcast
1991,2022-09-16 20:36,Info Product Mastery,"Episode 16 | Learning how to market as a programmer, mistakes made marketing info products, and strategies for marketing to a tech audience",384860,podcast
1992,2022-09-16 20:45,Info Product Mastery,Episode 17 | Does building a community help sell info products and online education courses?,562947,podcast
1993,2022-09-16 20:45,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",1712,podcast
1994,2022-09-16 22:22,Basketball Illuminati,Justice Is Sarved,892920,podcast
1995,2022-09-16 22:31,Luke Combs,Forever After All,232533,song
1996,2022-09-16 22:35,Luke Combs,The Kind of Love We Make,224426,song
1997,2022-09-16 23:42,Luke Combs,Better Back When,134061,song
1998,2022-09-17 04:42,Luke Combs,Every Little Bit Helps,6455,song
1999,2022-09-17 05:11,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",1678695,podcast
2000,2022-09-17 05:11,The Bill Simmons Podcast,"Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak",100,podcast
2001,2022-09-17 10:56,The Bill Simmons Podcast,The Best NFL Playoff Weekend Ever With Cousin Sal,28728,podcast
2002,2022-09-17 10:56,The Bill Simmons Podcast,The Best NFL Playoff Weekend Ever With Cousin Sal,100,podcast
2003,2022-09-17 11:12,The Bill Simmons Podcast,"Embiid’s Crazy Career, Plus Harden’s Next Move, Big Papi’s Honor, and Charles Oakley Stops By | With Big Wos and Kevin Hench",985473,podcast
2004,2022-09-17 11:36,The Bill Simmons Podcast,"Embiid’s Crazy Career, Plus Harden’s Next Move, Big Papi’s Honor, and Charles Oakley Stops By | With Big Wos and Kevin Hench",1354366,podcast
2005,2022-09-17 12:02,The Bill Simmons Podcast,"Embiid’s Crazy Career, Plus Harden’s Next Move, Big Papi’s Honor, and Charles Oakley Stops By | With Big Wos and Kevin Hench",1415310,podcast
2006,2022-09-17 14:12,Kanye West,Good Morning,195093,song
2007,2022-09-17 15:54,Kanye West,Good Morning,56772,song
2008,2022-09-17 20:56,Basketball Illuminati,Justice Is Sarved,2133144,podcast
2009,2022-09-17 21:23,The Hustle Daily Show,The rise of the LinkedIn-fluencer,1000830,podcast
2010,2022-09-17 21:41,The Course Creator Show,Episode 122 | Hate launching? Listen to this episode.,1052470,podcast
2011,2022-09-17 22:32,Post Malone,I Like You (A Happier Song) (with Doja Cat),2368,song
2012,2022-09-17 22:32,Post Malone,I Like You (A Happier Song) (with Doja Cat),746,song
2013,2022-09-17 22:32,Post Malone,I Like You (A Happier Song) (with Doja Cat),1663,song
2014,2022-09-17 22:32,Elton John,Hold Me Closer,981,song
2015,2022-09-17 22:32,Elton John,Hold Me Closer,618,song
2016,2022-09-17 22:32,Elton John,Hold Me Closer,576,song
2017,2022-09-17 22:32,OneRepublic,I Ain't Worried,767,song
2018,2022-09-17 22:32,OneRepublic,I Ain't Worried,618,song
2019,2022-09-17 22:32,OneRepublic,I Ain't Worried,1941,song
2020,2022-09-17 22:32,David Guetta,I'm Good (Blue),703,song
2021,2022-09-17 22:32,BLACKPINK,Shut Down,192,song
2022,2022-09-17 22:33,Bad Bunny,Tití Me Preguntó,1194,song
2023,2022-09-17 22:36,Post Malone,I Like You (A Happier Song) (with Doja Cat),192840,song
2024,2022-09-17 22:39,OneRepublic,I Ain't Worried,148485,song
2025,2022-09-17 22:39,Yung Gravy,Betty (Get Money),7625,song
2026,2022-09-17 22:40,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),54677,song
2027,2022-09-17 23:30,Brian Windhorst & The Hoop Collective,Sarver Suspension Reaction,2565885,podcast
2028,2022-09-18 00:53,Brian Windhorst & The Hoop Collective,Sarver Suspension Reaction,581624,podcast
2029,2022-09-18 04:55,Wait Wait... Don't Tell Me!,Mo Amer,2937588,podcast
2030,2022-09-18 20:42,Brian Windhorst & The Hoop Collective,Sarver Suspension Reaction,813530,podcast
2031,2022-09-18 22:30,Daniel Beck,Gentle Savior,26470,song
2032,2022-09-18 22:34,Nathan Pacheco,Be Thou My Vision,224093,song
2033,2022-09-18 22:41,Jenny Oaks Baker,I Feel My Saviors Love,382560,song
2034,2022-09-18 22:43,"Rob Gardner, Spire Chorus & London Symphony Orchestra",We Must Sing,114276,song
2035,2022-09-18 22:48,Harrison Millard,"Abide with Me, 'Tis Eventide (Arr. C. Gates for Choir)",294240,song
2036,2022-09-18 22:55,BYU Vocal Point,Danny Boy (Arr. McKay Crockett),198096,song
2037,2022-09-19 03:29,Morbid,Episode 365: Spooky Lakes Vol. 1,137624,podcast
2038,2022-09-19 08:58,The Woj Pod,Cavaliers star Donovan Mitchell plus Koby Altman and JB Bickerstaff,1597022,podcast
2039,2022-09-19 13:00,The Bill Simmons Podcast,"Tua Breaks Through, New York Wakes Up, Brady Flips Out, and Jimmy G Returns With Cousin Sal",1750,podcast
2040,2022-09-19 13:00,The Woj Pod,Cavaliers star Donovan Mitchell plus Koby Altman and JB Bickerstaff,31850,podcast
2041,2022-09-19 13:40,The Bill Simmons Podcast,"Tua Breaks Through, New York Wakes Up, Brady Flips Out, and Jimmy G Returns With Cousin Sal",2354351,podcast
2042,2022-09-19 14:10,The Bill Simmons Podcast,"Tua Breaks Through, New York Wakes Up, Brady Flips Out, and Jimmy G Returns With Cousin Sal",1307463,podcast
2043,2022-09-19 14:41,The Bill Simmons Podcast,"Tua Breaks Through, New York Wakes Up, Brady Flips Out, and Jimmy G Returns With Cousin Sal",1237909,podcast
2044,2022-09-19 17:35,The Bill Simmons Podcast,"Tua Breaks Through, New York Wakes Up, Brady Flips Out, and Jimmy G Returns With Cousin Sal",405005,podcast
2045,2022-09-19 17:35,The Bill Simmons Podcast,"Tua Breaks Through, New York Wakes Up, Brady Flips Out, and Jimmy G Returns With Cousin Sal",100,podcast
2046,2022-09-19 18:03,Pardon My Take,"NFL Week 2, Fastest 2 Minutes, TuAnon, The Cardinals Have Life Plus The Waterdogs Won A Championship",932843,podcast
2047,2022-09-19 19:58,LiUK,Kanye West,11831,song
2048,2022-09-19 20:01,Kanye West,Good Morning,195094,song
2049,2022-09-19 20:04,Kanye West,Champion,167600,song
2050,2022-09-19 20:09,Kanye West,Stronger,311867,song
2051,2022-09-19 20:12,Kanye West,I Wonder,190126,song
2052,2022-09-19 20:16,Luke Combs,The Other Guy,190009,song
2053,2022-09-19 20:19,Eric Church,Like Jesus Does,198548,song
2054,2022-09-19 20:20,Luke Combs,The Kind of Love We Make,92674,song
2055,2022-09-19 20:23,Morgan Wallen,Somebody’s Problem,161774,song
2056,2022-09-19 20:27,Luke Combs,Doin' This,253988,song
2057,2022-09-19 20:31,Jon Pardi,Tequila Little Time,206976,song
2058,2022-09-19 20:34,Luke Combs,Cold As You,186107,song
2059,2022-09-19 20:38,Thomas Rhett,Angels,213854,song
2060,2022-09-19 20:39,Luke Combs,Middle of Somewhere,77997,song
2061,2022-09-19 20:48,Cole Swindell,Flatliner (feat. Dierks Bentley),12205,song
2062,2022-09-20 02:43,Simber,5th Avenue,86933,song
2063,2022-09-20 02:46,OneRepublic,I Ain't Worried,148485,song
2064,2022-09-20 02:48,Morgan Wallen,You Proof,157477,song
2065,2022-09-20 02:50,David Guetta,I'm Good (Blue),76140,song
2066,2022-09-20 02:57,The Woj Pod,Cavaliers star Donovan Mitchell plus Koby Altman and JB Bickerstaff,393344,podcast
2067,2022-09-20 04:44,The Woj Pod,Cavaliers star Donovan Mitchell plus Koby Altman and JB Bickerstaff,1676994,podcast
2068,2022-09-20 13:46,The Course Creator Show,"Episode 115 | How to Get a 50% Launch Conversion Rate and more Email Marketing Tips , with Tarzan Kay",49410,podcast
2069,2022-09-20 20:55,The Course Creator Show,"Episode 115 | How to Get a 50% Launch Conversion Rate and more Email Marketing Tips , with Tarzan Kay",6810,podcast
2070,2022-09-20 20:56,Info Product Mastery,"Trailer | What is the Info Product Mastery podcast, and why was it started?",21425,podcast
